
(base) C:\Users\Sammie>cd C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>conda activate base

(base) C:\Users\Sammie\Documents\Northwest\44-671\Module 06\streaming-06-smart-smoker>python bbq_producer.py
Would you like to monitor RabbitMQ queues? y or n y


 [x] Sent b'[5/22/2021 12:20, 84.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:33, 144.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:33, 144.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:34, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:34, 259.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:34, 151.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:34, 151.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:34, 145]' to 03-food-B
 [x] Sent b'[5/22/2021 16:34, 145]' to 03-food-B
 [x] Sent b'[5/22/2021 16:35, 258.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:35, 258.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:35, 151.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:35, 151.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:35, 145.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:35, 145.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:36, 260]' to 01-smoker
 [x] Sent b'[5/22/2021 16:36, 260]' to 01-smoker
 [x] Sent b'[5/22/2021 16:36, 151.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:36, 151.7]' to 02-food-A
 [x] Sent b'[5/22/2021 16:36, 145.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:36, 145.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:37, 260.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:37, 260.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:37, 152]' to 02-food-A
 [x] Sent b'[5/22/2021 16:37, 152]' to 02-food-A
 [x] Sent b'[5/22/2021 16:37, 145.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:37, 145.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:38, 260]' to 01-smoker
 [x] Sent b'[5/22/2021 16:38, 260]' to 01-smoker
 [x] Sent b'[5/22/2021 16:38, 152.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:38, 152.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:38, 145.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:38, 145.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:39, 260.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:39, 260.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:39, 152.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:39, 152.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:39, 146]' to 03-food-B
 [x] Sent b'[5/22/2021 16:39, 146]' to 03-food-B
 [x] Sent b'[5/22/2021 16:40, 260.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:40, 260.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:40, 152.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:40, 152.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:40, 146.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:40, 146.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:41, 260.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:41, 260.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:41, 153]' to 02-food-A
 [x] Sent b'[5/22/2021 16:41, 153]' to 02-food-A
 [x] Sent b'[5/22/2021 16:41, 146.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:41, 146.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:42, 262.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:42, 262.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:42, 153.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:42, 153.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:42, 146.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:42, 146.6]' to 03-food-B
 [x] Sent b'[5/22/2021 16:43, 263.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:43, 263.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:43, 153.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:43, 153.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:43, 146.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:43, 146.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:44, 260.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:44, 260.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:44, 153.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:44, 153.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:44, 147]' to 03-food-B
 [x] Sent b'[5/22/2021 16:44, 147]' to 03-food-B
 [x] Sent b'[5/22/2021 16:45, 256.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:45, 256.3]' to 01-smoker
 [x] Sent b'[5/22/2021 16:45, 154.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:45, 154.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:45, 147.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:45, 147.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:46, 250.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:46, 250.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:46, 154.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:46, 154.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:46, 147.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:46, 147.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:47, 247.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:47, 247.6]' to 01-smoker
 [x] Sent b'[5/22/2021 16:47, 154.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:47, 154.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:47, 147.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:47, 147.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:48, 245.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:48, 245.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:48, 154.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:48, 154.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:48, 147.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:48, 147.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:49, 244.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:49, 244.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:49, 155.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:49, 155.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:49, 147.9]' to 03-food-B
 [x] Sent b'[5/22/2021 16:49, 147.9]' to 03-food-B
 [x] Sent b'[5/22/2021 16:50, 242.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:50, 242.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:50, 155.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:50, 155.3]' to 02-food-A
 [x] Sent b'[5/22/2021 16:50, 148]' to 03-food-B
 [x] Sent b'[5/22/2021 16:50, 148]' to 03-food-B
 [x] Sent b'[5/22/2021 16:51, 242.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:51, 242.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:51, 155.5]' to 02-food-A
 [x] Sent b'[5/22/2021 16:51, 155.5]' to 02-food-A
 [x] Sent b'[5/22/2021 16:51, 148.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:51, 148.2]' to 03-food-B
 [x] Sent b'[5/22/2021 16:52, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:52, 241.5]' to 01-smoker
 [x] Sent b'[5/22/2021 16:52, 155.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:52, 155.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:52, 148.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:52, 148.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:53, 241.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:53, 241.2]' to 01-smoker
 [x] Sent b'[5/22/2021 16:53, 156]' to 02-food-A
 [x] Sent b'[5/22/2021 16:53, 156]' to 02-food-A
 [x] Sent b'[5/22/2021 16:53, 148.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:53, 148.5]' to 03-food-B
 [x] Sent b'[5/22/2021 16:54, 240.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:54, 240.1]' to 01-smoker
 [x] Sent b'[5/22/2021 16:54, 156.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:54, 156.2]' to 02-food-A
 [x] Sent b'[5/22/2021 16:54, 148.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:54, 148.7]' to 03-food-B
 [x] Sent b'[5/22/2021 16:55, 241]' to 01-smoker
 [x] Sent b'[5/22/2021 16:55, 241]' to 01-smoker
 [x] Sent b'[5/22/2021 16:55, 156.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:55, 156.4]' to 02-food-A
 [x] Sent b'[5/22/2021 16:55, 148.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:55, 148.8]' to 03-food-B
 [x] Sent b'[5/22/2021 16:56, 240.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:56, 240.4]' to 01-smoker
 [x] Sent b'[5/22/2021 16:56, 156.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:56, 156.6]' to 02-food-A
 [x] Sent b'[5/22/2021 16:56, 149]' to 03-food-B
 [x] Sent b'[5/22/2021 16:56, 149]' to 03-food-B
 [x] Sent b'[5/22/2021 16:57, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:57, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 16:57, 156.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:57, 156.8]' to 02-food-A
 [x] Sent b'[5/22/2021 16:57, 149.1]' to 03-food-B
 [x] Sent b'[5/22/2021 16:57, 149.1]' to 03-food-B
 [x] Sent b'[5/22/2021 16:58, 240.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:58, 240.8]' to 01-smoker
 [x] Sent b'[5/22/2021 16:58, 156.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:58, 156.9]' to 02-food-A
 [x] Sent b'[5/22/2021 16:58, 149.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:58, 149.3]' to 03-food-B
 [x] Sent b'[5/22/2021 16:59, 240.7]' to 01-smoker
 [x] Sent b'[5/22/2021 16:59, 240.7]' to 01-smoker
 [x] Sent b'[5/22/2021 16:59, 157.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:59, 157.1]' to 02-food-A
 [x] Sent b'[5/22/2021 16:59, 149.4]' to 03-food-B
 [x] Sent b'[5/22/2021 16:59, 149.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:00, 241.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:00, 241.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:00, 157.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:00, 157.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:00, 149.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:00, 149.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:01, 240.8]' to 01-smoker
 [x] Sent b'[5/22/2021 17:01, 240.8]' to 01-smoker
 [x] Sent b'[5/22/2021 17:01, 157.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:01, 157.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:01, 149.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:01, 149.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:02, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:02, 239.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:02, 157.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:02, 157.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:02, 149.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:02, 149.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:03, 240.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:03, 240.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:03, 157.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:03, 157.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:03, 149.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:03, 149.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:04, 240]' to 01-smoker
 [x] Sent b'[5/22/2021 17:04, 240]' to 01-smoker
 [x] Sent b'[5/22/2021 17:04, 158]' to 02-food-A
 [x] Sent b'[5/22/2021 17:04, 158]' to 02-food-A
 [x] Sent b'[5/22/2021 17:04, 150]' to 03-food-B
 [x] Sent b'[5/22/2021 17:04, 150]' to 03-food-B
 [x] Sent b'[5/22/2021 17:05, 239.3]' to 01-smoker
 [x] Sent b'[5/22/2021 17:05, 239.3]' to 01-smoker
 [x] Sent b'[5/22/2021 17:05, 158.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:05, 158.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:05, 150.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:05, 150.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:06, 238.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:06, 238.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:06, 158.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:06, 158.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:06, 150.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:06, 150.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:07, 238.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:07, 238.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:07, 158.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:07, 158.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:07, 150.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:07, 150.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:08, 237.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:08, 237.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:08, 158.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:08, 158.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:08, 150.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:08, 150.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:09, 237.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:09, 237.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:09, 158.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:09, 158.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:09, 150.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:09, 150.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:10, 236.3]' to 01-smoker
 [x] Sent b'[5/22/2021 17:10, 236.3]' to 01-smoker
 [x] Sent b'[5/22/2021 17:10, 158.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:10, 158.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:10, 150.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:10, 150.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:11, 235.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:11, 235.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:11, 158.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:11, 158.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:11, 150.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:11, 150.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:12, 236]' to 01-smoker
 [x] Sent b'[5/22/2021 17:12, 236]' to 01-smoker
 [x] Sent b'[5/22/2021 17:12, 159]' to 02-food-A
 [x] Sent b'[5/22/2021 17:12, 159]' to 02-food-A
 [x] Sent b'[5/22/2021 17:12, 150.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:12, 150.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:13, 235.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:13, 235.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:13, 159.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:13, 159.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:13, 150.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:13, 150.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:14, 236.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:14, 236.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:14, 159.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:14, 159.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:14, 151]' to 03-food-B
 [x] Sent b'[5/22/2021 17:14, 151]' to 03-food-B
 [x] Sent b'[5/22/2021 17:15, 237.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:15, 237.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:15, 159.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:15, 159.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:15, 151.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:15, 151.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:16, 237.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:16, 237.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:16, 159.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:16, 159.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:16, 151.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:16, 151.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:17, 234.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:17, 234.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:17, 159.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:17, 159.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:17, 151.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:17, 151.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:18, 231.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:18, 231.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:18, 159.6]' to 02-food-A
 [x] Sent b'[5/22/2021 17:18, 159.6]' to 02-food-A
 [x] Sent b'[5/22/2021 17:18, 151.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:18, 151.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:19, 229.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:19, 229.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:19, 159.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:19, 159.7]' to 02-food-A
 [x] Sent b'[5/22/2021 17:19, 151.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:19, 151.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:20, 229.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:20, 229.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:20, 159.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:20, 159.8]' to 02-food-A
 [x] Sent b'[5/22/2021 17:20, 151.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:20, 151.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:21, 229.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:21, 229.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:21, 159.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:21, 159.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:21, 151.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:21, 151.5]' to 03-food-B
 [x] Sent b'[5/22/2021 17:22, 228.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:22, 228.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:22, 159.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:22, 159.9]' to 02-food-A
 [x] Sent b'[5/22/2021 17:22, 151.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:22, 151.6]' to 03-food-B
 [x] Sent b'[5/22/2021 17:23, 228.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:23, 228.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:23, 160]' to 02-food-A
 [x] Sent b'[5/22/2021 17:23, 160]' to 02-food-A
 [x] Sent b'[5/22/2021 17:23, 151.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:23, 151.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:24, 228]' to 01-smoker
 [x] Sent b'[5/22/2021 17:24, 228]' to 01-smoker
 [x] Sent b'[5/22/2021 17:24, 160.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:24, 160.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:24, 151.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:24, 151.7]' to 03-food-B
 [x] Sent b'[5/22/2021 17:25, 226.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:25, 226.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:25, 160.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:25, 160.1]' to 02-food-A
 [x] Sent b'[5/22/2021 17:25, 151.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:25, 151.8]' to 03-food-B
 [x] Sent b'[5/22/2021 17:26, 227.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:26, 227.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:26, 160.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:26, 160.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:26, 151.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:26, 151.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:27, 227.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:27, 227.2]' to 01-smoker
 [x] Sent b'[5/22/2021 17:27, 160.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:27, 160.2]' to 02-food-A
 [x] Sent b'[5/22/2021 17:27, 151.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:27, 151.9]' to 03-food-B
 [x] Sent b'[5/22/2021 17:28, 226.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:28, 226.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:28, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:28, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:28, 152]' to 03-food-B
 [x] Sent b'[5/22/2021 17:28, 152]' to 03-food-B
 [x] Sent b'[5/22/2021 17:29, 227.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:29, 227.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:29, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:29, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:29, 152]' to 03-food-B
 [x] Sent b'[5/22/2021 17:29, 152]' to 03-food-B
 [x] Sent b'[5/22/2021 17:30, 228.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:30, 228.4]' to 01-smoker
 [x] Sent b'[5/22/2021 17:30, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:30, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:30, 152.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:30, 152.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:31, 229.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:31, 229.6]' to 01-smoker
 [x] Sent b'[5/22/2021 17:31, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:31, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:31, 152.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:31, 152.1]' to 03-food-B
 [x] Sent b'[5/22/2021 17:32, 230.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:32, 230.7]' to 01-smoker
 [x] Sent b'[5/22/2021 17:32, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:32, 160.3]' to 02-food-A
 [x] Sent b'[5/22/2021 17:32, 152.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:32, 152.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:33, 230.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:33, 230.9]' to 01-smoker
 [x] Sent b'[5/22/2021 17:33, 160.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:33, 160.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:33, 152.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:33, 152.2]' to 03-food-B
 [x] Sent b'[5/22/2021 17:34, 231.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:34, 231.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:34, 160.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:34, 160.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:34, 152.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:34, 152.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:35, 232.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:35, 232.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:35, 160.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:35, 160.4]' to 02-food-A
 [x] Sent b'[5/22/2021 17:35, 152.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:35, 152.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:36, 232]' to 01-smoker
 [x] Sent b'[5/22/2021 17:36, 232]' to 01-smoker
 [x] Sent b'[5/22/2021 17:36, 160.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:36, 160.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:36, 152.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:36, 152.3]' to 03-food-B
 [x] Sent b'[5/22/2021 17:37, 232.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:37, 232.5]' to 01-smoker
 [x] Sent b'[5/22/2021 17:37, 160.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:37, 160.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:37, 152.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:37, 152.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:38, 235.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:38, 235.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:38, 160.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:38, 160.5]' to 02-food-A
 [x] Sent b'[5/22/2021 17:38, 152.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:38, 152.4]' to 03-food-B
 [x] Sent b'[5/22/2021 17:39, 236.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:39, 236.1]' to 01-smoker
 [x] Sent b'[5/22/2021 17:39, 160.6]' to 02-food-A
 [x] Sent b'[5/22/2021 17:39, 160.6]' to 02-food-A
